zone,practice_id,practice_name,speciality,monetisable_txns,practice_reference_id
vijayanagar,1130610,Diet Clinic-Nutrivention,Dietitian,0,179082ab-f7f5-4538-809f-6cf894cb6ea8
vijayanagar,1174100,Nutri Fit,Dietitian,0,99b2684f-11c1-4a2f-b98c-40549b7f3dd8
vijayanagar,637318,Medical Health Centre,ENT,0,74a0dd85-4067-4039-8f58-2d1302871643
vijayanagar,705111,Swati ENT Clinic,ENT,0,c53c1c93-f62a-4b69-ac40-6927390c1e03
vijayanagar,662378,New Brahmi Shree Dhanvatari Ayurveda Hospital,General Alt Medicine,0,074cdeed-408c-469f-8fea-42d48fca36b7
vijayanagar,1417805,Ayur Central,General Alt Medicine,0,a2953b5d-8aab-47c3-9fd6-b471b3e752f2
vijayanagar,709073,Ayurjith Ayurveda Clinic,General Alt Medicine,0,82c2aafc-f929-44d8-897e-70844ebbbb1f
vijayanagar,635928,Shifa Health Care Center,General Alt Medicine,0,325c908a-65da-4cea-a05b-4b913d633542
vijayanagar,637491,Ayur Siddi,General Alt Medicine,0,3f71ca9b-43c7-4a24-823b-93febddab1bd
vijayanagar,688624,Leaf Ayurveda & Sai Piles Clinic,General Alt Medicine,0,36207588-1744-4575-a8a5-77abbf4540c0
vijayanagar,652887,S S Ayurdhama,General Alt Medicine,0,6ebda4a0-1b0f-4a7f-a093-ec69d7981336
vijayanagar,656077,Gaurav Ayurveda Center,General Alt Medicine,0,84e7ac4e-cdbc-4386-8c3a-c06c2d78df77
vijayanagar,1588058,Acharya Sushrutha Healthcare Pvt Ltd,General Alt Medicine,0,0f5d7eb7-ba37-4cdb-8444-4fedb2599673
vijayanagar,670090,Varasiddhi Ayurveda Kuteera,General Alt Medicine,0,107b4a2c-0a2e-454f-bece-a751636552b9
vijayanagar,874521,Deepashri Hospital,General Alt Medicine,0,18df3c5d-d96d-4c91-9cff-26464f6a8396
vijayanagar,682407,Total Ayurveda,General Alt Medicine,0,d6c6c64d-6487-4d1b-a142-a7c28f397793
vijayanagar,1140373,Saukhya Ayurveda,General Alt Medicine,0,f4ab4bf9-6178-4410-bb1d-eb1510191f8a
vijayanagar,689291,Ayurveda Beauty & Health Center,General Alt Medicine,0,86fa2524-ea4d-445d-a5f8-53037e767dd9
vijayanagar,689397,Suraksha Clinic,General Alt Medicine,0,09146ba5-618b-44c8-97ab-60e9617cdfd4
vijayanagar,689427,Usha Health Care,General Alt Medicine,0,e094fc4d-d774-4d2c-a1b1-8d3cd2cc6ccf
vijayanagar,689432,Sushrutha Health Care Centre,General Alt Medicine,0,d1dfe75a-564d-4dea-a8d3-cb393c97139b
vijayanagar,689503,Sri Rama Clinic,General Alt Medicine; General Physician,0,bed047a8-5875-433d-8f9a-0c3b57570776
vijayanagar,689546,Shivashakathi Hospital,General Alt Medicine,0,7c3751e6-682e-40a4-a867-070738ddfed0
vijayanagar,689699,Prashanth Clinic,General Alt Medicine,0,98b95f0d-00ce-468a-a2c2-9a773d78c089
vijayanagar,689794,Ayush Health Care,General Alt Medicine; General Physician,0,5015ac56-5dd1-45df-8be4-654bd96f5369
vijayanagar,689837,Vikash Poly Clinic,General Alt Medicine,0,c66accc3-5c10-448a-aced-20f58792408a
vijayanagar,690125,Sri Raghavendra Ayuerveda Kendra,General Alt Medicine,0,fba45b44-56fd-4f4a-8e2b-1df34e35370f
vijayanagar,724146,Yash Ayurveda Clinic & Panchakarma Centre.,General Alt Medicine,0,30ba1f27-2043-4b58-80ea-1f7dc7cfb6ab
vijayanagar,689976,Maruthi Clinic,General Alt Medicine; General Physician,0,cc12cc2c-ea54-4c2d-b848-345d8079ec80
vijayanagar,764387,Maruthi Clinic,General Alt Medicine; General Physician,0,b8117772-49de-4bbb-b3ff-7161c373821c
vijayanagar,708012,Ayurjeevan Health Centre,General Alt Medicine,0,85c1e398-eabc-468e-aa0d-6ab79316afc1
vijayanagar,706663,Mirakul Ortho Clinic,General Alt Medicine,0,b49fd041-b4b3-423c-8754-6e17d06016be
vijayanagar,708743,Adivaidyam Ayurveda & Yoga Centre,General Alt Medicine,0,92ca62a0-2a7b-4b5f-8e4f-b7942d191364
vijayanagar,697432,VR Slim Care,General Alt Medicine,0,cf597b84-cb67-49c1-839d-133fe3c097ad
vijayanagar,639495,Padma's Clinic,General Alt Medicine,0,b2b7d3d6-39c6-413e-b79c-1f8ec36ecd14
vijayanagar,1233747,Shathayu Ayurveda Clinic,General Alt Medicine,0,a0f81336-0ad6-4f69-bd7b-1e5f4f4a1a94
vijayanagar,757426,Ayurvedalaya,General Alt Medicine,0,be65ef75-d705-4d81-8896-58c7f0dffdef
vijayanagar,738196,Arhanth Ayurvedic Center,General Alt Medicine,0,3a44c264-d3b6-4e50-8885-224cd621010c
vijayanagar,757254,Ashwini Clinc,General Alt Medicine,0,03761e4e-ea47-4533-a970-dfa0ef350a26
vijayanagar,745103,Shubhadasri Ayurveda,General Alt Medicine,0,ead15e3f-1e26-422a-bfee-5eefb0676311
vijayanagar,756047,Amrita Chikitsalaya Ayurvedic Clinic,General Alt Medicine,0,568f6fa4-f46c-4883-8354-3cd21d59701d
vijayanagar,764677,Bharathi Clinic,General Alt Medicine,0,5e2d826d-31c1-4593-9149-fd9564a8e5a4
vijayanagar,762119,Matrushree Ayurveda Arogyalaya,General Alt Medicine,0,2d99c15e-3bcf-4e18-9f3d-c511a0de3c1d
vijayanagar,770065,B.V. Pundit's Traditional & Herbal Healthcare,General Alt Medicine,0,b20e2f52-fdb8-49e2-a24c-d585b0251b7e
vijayanagar,770603,Ratna Clinic,General Alt Medicine,0,ca802946-873e-440e-8d0b-5794b6886542
vijayanagar,702604,Taranath Ayurvedic Centre,General Alt Medicine,0,2fab1f0a-eff5-493c-bed2-e24310b3004c
vijayanagar,832955,Amulya Ayurveda Health and Wellness Centre,General Alt Medicine,0,d1299b06-8cf8-4594-b910-e709dd6402ba
vijayanagar,953276,Abhay Hospital,General Alt Medicine,0,29acc257-2153-40ec-81b0-609b58fde774
vijayanagar,1112545,Dr. Lajpathrai Mehra's Neurotherapy Center,General Alt Medicine,0,b939c5a2-f44d-4424-be95-125f872ff18b
vijayanagar,1445273,Ayurvaidya Healthcare,General Alt Medicine,0,2d1ca21a-e63f-4f2f-a575-0e2cfce96bc5
vijayanagar,1033387,Vijayanagaram Ayurved Bhandar,General Alt Medicine,0,9f33c72d-111f-4324-97bd-d9fd3f8f877b
vijayanagar,1147745,Patanjali megastore,General Alt Medicine,0,a47696f3-1131-457f-bf0f-11abb6219258
vijayanagar,1147851,Shree Nature Cure and Yoga Centre,General Alt Medicine,0,6442f151-9bd8-4f6e-ba90-4210156690e1
vijayanagar,1155361,AyurMatrix,General Alt Medicine,0,6fcb1688-e49c-4dc4-ac8f-b946a1a67e56
vijayanagar,1160615,Sri Skanda Ayurveda,General Alt Medicine,0,cd0ad4d8-58b1-41b3-a2d2-62bef6840676
vijayanagar,1161106,Sri Hari Clinic,General Alt Medicine,0,ccce143a-23df-46c8-b297-c78296fa302e
vijayanagar,1169196,Lotus Clinic and Academy,General Alt Medicine,0,264ef713-0474-42b1-b50b-266a9405fdca
vijayanagar,1172719,Rohini Ayurvedic Health Centre,General Alt Medicine,0,fffdc7e0-e8de-49a4-886e-a6e9b13ff3dc
vijayanagar,1176327,Healing Chinese Advanced Acupuncture & Health Herbal Clinic,General Alt Medicine,0,369d5832-d390-42b3-8e03-d82142cae08f
vijayanagar,1236250,Sri Manjunatha Poly Clinic,General Alt Medicine,0,4ea76e41-1f43-47f1-8575-ce77ca8137dd
vijayanagar,1186604,Paripoorna Ayurvedalaya,General Alt Medicine,0,1ddc1e95-d522-4f9d-8f07-a75f60afbbb6
vijayanagar,1191357,Aura Health Care & Diagnostics,General Alt Medicine,0,ddce1f60-49ae-4f31-be71-ddd905d803e1
vijayanagar,1191943,AcuStar Acupuncture & Laser Polyclinic,General Alt Medicine,0,ccc95513-0a31-471a-8985-5f1dc73d7793
vijayanagar,1220984,Ananya Ayurvedalaya,General Alt Medicine,0,5bcf49ca-2b81-4b05-9c23-3960e0e8ad0c
vijayanagar,1257369,Sri Mathru Ayurvedic Centre,General Alt Medicine,0,9322f161-6853-4f94-aae2-e7aa2ec8684b
vijayanagar,1267179,Vrinda Ayur Care,General Alt Medicine,0,f8501751-a4f7-477c-b60c-1f917c9e7e02
vijayanagar,1417763,Ayur Central,General Alt Medicine,0,75c7390e-50dc-49f0-8528-9c99e7946886
vijayanagar,1327945,Sannidhi Ayurvedalaya,General Alt Medicine,0,31fbe738-3fff-4d74-bade-2745ea9ce9bc
vijayanagar,1400547,Tryambakam Ayur Chikitsalaya,General Alt Medicine,0,8c33c0a6-1723-4065-8f7f-b506c261af68
vijayanagar,1412834,Sri Skanda Ayurvedalaya Multispeciality Hospital,General Alt Medicine,0,9fdcdf6a-afc8-4384-9ae5-b67284f231f4
vijayanagar,1421968,Dhanwantareeyam Chikitsalaya,General Alt Medicine,0,72f66574-f646-4a24-893a-059052fed278
vijayanagar,1611494,Wow Ayurveda Centre,General Alt Medicine,0,8298b1ba-b30e-4e82-8eda-916f2f3f497e
vijayanagar,1715177,Sudhamshu Ayurveda,General Alt Medicine,0,f28263a8-220e-41a6-b708-937f54185384
vijayanagar,1606597,Sadhana Yoga Studio & Wellness,General Alt Medicine,0,db967578-eaa8-4c7b-8884-0212745e0fea
vijayanagar,2177796,Shri Padmavathi Ayush Clinic,General Alt Medicine,0,44ae3108-f4e4-41cb-a62a-5daaddb44164
vijayanagar,657243,Sumuka Dental Clinic,General Dentistry,0,30ec0a8d-43c8-4b0d-b463-ffafd547470f
vijayanagar,665920,Sumukha Dental Clinic,General Dentistry,0,f666cd33-f0e2-40ca-93a5-060cee2c798a
vijayanagar,657300,Sumukha Dental Clinic,General Dentistry,0,d1a027aa-e3ad-4d35-b201-c096495c3830
vijayanagar,654209,My Dentist-Centre For Complete Dental and Implant Care,General Dentistry,0,0eabaf69-d295-4646-8da4-0c13e6bb5165
vijayanagar,652751,Smile Design Dental Care,General Dentistry,0,8894af4c-4ead-48a3-a692-dfa0245cc795
vijayanagar,1104535,Advanced Dental Treatment Center,General Dentistry,0,f241e2e7-2f18-4f48-bd9f-6f487a36ab27
vijayanagar,1029638,Sumuka Clinic,General Dentistry,0,6e10540f-9e06-45a1-96b6-0b13af132422
vijayanagar,1160774,Shri Guru Raghavendra Dental Speciality,General Dentistry,0,33e54cc1-d384-488d-b3c2-62a53dd213d3
vijayanagar,665161,Prakruthi Dental Specialists Center,General Dentistry,0,d49085b9-8aee-4270-b2f7-93cc55581509
vijayanagar,653112,Smile Curve Dental & Orthodontic Centre,General Dentistry,0,d58c94dd-5ff3-4540-aeda-d4edfc67665a
vijayanagar,689610,Omkar Dental Clinic,General Dentistry,0,209ce8ae-3c94-42f1-b906-c78507b000c3
vijayanagar,689781,Anil Dental Clinic,General Dentistry,0,1c790f90-306d-4e17-b0a3-8e7a2d83eda9
vijayanagar,664106,Global Dental Clinic,General Dentistry,0,acf1f593-20c4-467f-a164-ea46a860e375
vijayanagar,1591331,Hamsa Dentel Clinic,General Dentistry,0,d1729ab2-8e63-4cd4-95d4-b5c391cc6a93
vijayanagar,615024,Wisdom Dental Surgery,General Dentistry,0,8a256787-f1f1-47e3-8066-39ce7c3b5b6f
vijayanagar,1341057,Sri Sai Dental Care,General Dentistry,0,93e84738-a9c5-43f7-a625-896bc42171e9
vijayanagar,615429,Dental Clinic with X-Ray,General Dentistry,0,7d85e350-2ea6-48da-931b-08429248adc3
vijayanagar,665159,Saroj Dental Clinic,General Dentistry,0,09367008-554d-4111-b34e-90acd165c9df
vijayanagar,615569,Prakriti New Smile Care,General Dentistry,0,bc450587-fbde-4472-af40-1d35c0ce207c
vijayanagar,767687,Karthik Dental Care Centre,General Dentistry,0,cce0f2a7-d995-4794-8e34-3b37f08d9709
vijayanagar,616175,Sai Ranga Dental Clinic,General Dentistry,0,69a7267f-37b0-49b7-9f20-f6d2497a2b79
vijayanagar,616420,Santhosh Dental Clinic,General Dentistry,0,a2b7620c-cd4c-4480-9441-99159684b774
vijayanagar,688344,Kadambi's Dental Care,General Dentistry,0,ce539014-95d2-4dfc-be56-65db9694ac13
vijayanagar,616856,Dental Clinic,General Dentistry,0,0c960a77-c9ec-429b-b928-0b946fcb4be7
vijayanagar,689712,Sri Vinayaka Dental Clinic,General Dentistry,0,9a7c700b-426b-43d1-b075-47a8ebdad229
vijayanagar,617248,Sri Vinayaka Dental Clinic,General Dentistry,0,adc20ef3-fb8a-4fd7-9cf7-c4dd46a58bba
vijayanagar,617251,Suraksha Dental Clinic,General Dentistry,0,9f6e02b5-f099-4d3c-9c48-c5419c0e6575
vijayanagar,617361,Confident Dental Clinic,General Dentistry,0,b1d5deca-a1ef-4411-a93c-8e806061f063
vijayanagar,689980,Confident Dental Clinic,General Dentistry,0,239a20b0-2e19-4a0c-b552-83d1642ee2c7
vijayanagar,687706,Shri Anukemp's Cosmetic & Dental Care Centre,General Dentistry,0,57c115a1-f602-4252-a0cb-b18152df84ff
vijayanagar,1068613,Balaji Dental Clinic,General Dentistry,0,27f40ac0-9879-45dd-aa0b-df55447a5638
vijayanagar,766808,Smile Dental Clinic,General Dentistry,0,431a324f-13b8-4d6c-8e6d-dda08547f11f
vijayanagar,711805,Sri Ram Dental Clinic,General Dentistry,0,c2933789-91fb-4af0-9c5a-ce8af17c4b10
vijayanagar,628469,Sai Dental & Poly Clinic,General Dentistry,0,71acf6dd-5305-4dc7-bbf2-3671e348689c
vijayanagar,628470,Sai Krsna Dental Clinic,General Dentistry,0,10e16a25-675d-4fc0-88d0-69f1e597575b
vijayanagar,634670,Vittal Dental Clinic,General Dentistry,0,63715110-1882-4cc8-9884-017fae74fd65
vijayanagar,711914,Dental Health Centre,General Dentistry,0,272bec15-bcfb-402a-9631-f0978d58a76d
vijayanagar,1028865,Apple Dental,General Dentistry,0,506dca79-a639-4e00-85d1-f663ae79f1de
vijayanagar,703655,Kumar Dental Clinic,General Dentistry,0,b539c58c-24f0-46f2-af8b-dbedc39085ad
vijayanagar,737738,Chandana Smile Care,General Dentistry,0,97d1ff66-c561-4436-828a-603d257d0bfb
vijayanagar,625357,Arun Dental Clinic,General Dentistry,0,8252e8de-780f-4a93-86c7-74b3495bac33
vijayanagar,657752,Nimisha Dental Clinic,General Dentistry,0,e0cc1e08-9193-4cc0-b04d-30333fcc1761
vijayanagar,1070831,Advaith Dental Orthodontic Care,General Dentistry,0,ba086cce-1e2e-4254-a03d-34e2d8a75a4b
vijayanagar,644684,Ivory Dental Clinic,General Dentistry,0,ae2ce59e-84e3-45a6-a290-ca1a62a3b5df
vijayanagar,628606,Bharani Dental Specialities,General Dentistry,0,088154ed-bb5e-418c-a985-e1cf33ebf202
vijayanagar,657018,Kshema Dental Care,General Dentistry,0,097141f9-5015-401c-9a9c-fc7638393f5a
vijayanagar,650544,Rajiv Dental Care,General Dentistry,0,86c60a2e-6111-4945-a427-72a0b31f7f76
vijayanagar,1016679,Glow Smiles Dental and Multispeciality Clinic.,General Dentistry,0,c575c89b-3893-42d9-bd47-087bb6d01ce1
vijayanagar,1590496,Sri Manjunatha Dental Clinic,General Dentistry,0,e1204168-fa1e-422e-a347-3314953749c7
vijayanagar,1182617,Clove Dental,General Dentistry,0,a3c1f3a8-24f6-46ca-a8f0-f686ce98baee
vijayanagar,648908,Hi-Tech Dental Clinic,General Dentistry,0,99c96d1f-3c1e-49a4-9d45-408e3b3d2740
vijayanagar,615180,Lakshmi Dental Care Centre,General Dentistry,0,f15cb903-f2f5-4e27-a622-b7146636d13b
vijayanagar,655386,Nandish Dental Care & Implant Centre,General Dentistry,0,4e8980ca-38c8-4b95-96ea-1691699ae471
vijayanagar,1131145,Dental Care Solutions,General Dentistry,0,1d0ca44d-e279-4d71-8372-83c6c5515512
vijayanagar,663872,Dental Care & Endodontic Center,General Dentistry,0,9fbc12dd-caff-469c-b958-d1a509fc4096
vijayanagar,689506,Benaka Dental Clinic,General Dentistry,0,b567355c-71cb-4f14-9b9d-e5c1e09eddd7
vijayanagar,663691,Vinay's Superspeciality Dental Care,General Dentistry,0,5913681b-f7c7-4389-b9d5-726fceb89cf6
vijayanagar,616858,NRS Medical & Dental Specialist Centre,General Dentistry,0,b4318347-8185-4f67-86cb-b36b11e94193
vijayanagar,688607,Anagha MultiSpecality Dental Care,General Dentistry,0,62ef494e-1329-4420-bde3-05ef9c86f906
vijayanagar,708563,Sparsha Dental Clinic,General Dentistry,0,39ebbaf8-53d9-48df-99a0-d64a981a6291
vijayanagar,663063,The Dental Zone,General Dentistry,0,ca747932-4a04-441a-98ec-ef3eb55b76b7
vijayanagar,667535,Dento Speciality Care,General Dentistry,0,09376a93-73bd-4480-9b52-5355a4e05b22
vijayanagar,669710,Banshankari Dental Clinic,General Dentistry,0,97a21672-5bb1-442a-b6e7-64c1464ee100
vijayanagar,669774,Srinagar Dental Care,General Dentistry,0,daf141ed-bbcf-4de9-8650-5792fcac2e42
vijayanagar,917442,Mahathi Dental Solutions,General Dentistry; General Gynecology,0,396b0cb3-59ba-43f2-9cad-1f25d1c2389f
vijayanagar,670136,Vinay Dental Clinic,General Dentistry,0,861793d9-7484-4e98-a289-2a4cf79713de
vijayanagar,690046,R P Dental Care,General Dentistry,0,a9b64114-8639-4401-910b-536df2cba141
vijayanagar,683105,Hasanamba Dento Care,General Dentistry,0,a71bc132-69f2-4b8c-97d0-18d0cbf7c169
vijayanagar,810034,NandaDeepa Multispeciality Dental Clinic,General Dentistry,0,f96efdc8-5c71-489f-98e8-95f5fd19857d
vijayanagar,684278,Sapthagiri Dental Care & Implant  Centre,General Dentistry,0,ef3504de-a56a-4c5f-b74c-c5892a8bbf1a
vijayanagar,1129233,Speciality Dental Care,General Dentistry,0,7a5d66a6-10da-41c1-93ab-b97f0f3ea8ae
vijayanagar,688111,Chandana Dental Clinic,General Dentistry,0,4121977a-a47d-44c0-b061-24c4843d547d
vijayanagar,707846,Vinayaka Dental Clinic,General Dentistry,0,3ba62e40-cf3a-49b0-9aef-ac13589c6f4c
vijayanagar,688514,Denta Scan Diagnostic Centre,General Dentistry,0,a8a56f42-6ef9-43a0-b85c-4d8a5c68f5dd
vijayanagar,688551,Udaya Dental Clinic,General Dentistry,0,881729d3-8147-4555-b029-0f3ffe2cf94a
vijayanagar,735892,Smile Care Dental Clinic (GiriNagar),General Dentistry,0,95f70801-279b-48ed-ab6d-7ff04555b378
vijayanagar,688978,Mahalasa Dental Clinic,General Dentistry,0,86d99828-a37a-43fa-9aa0-301cc9921b52
vijayanagar,689128,Family Care Dental Clinic,General Dentistry,0,cac98a6e-57e3-439e-b283-d7802a6ba0a6
vijayanagar,689403,A R Dental Care,General Dentistry,0,ac02c93d-5cd9-4e2d-8ac5-44058580a596
vijayanagar,689414,Healty Smiles Dental Clinic,General Dentistry,0,abc18ce9-581c-4976-8709-e09ad7fd6338
vijayanagar,689417,Thejas Dental Clinic,General Dentistry,0,88a17d27-3b8a-441f-86c2-90500aebcae0
vijayanagar,689668,Sree Sanjeevini Dental Care,General Dentistry,0,82188ae4-7ad8-40b1-874b-23ddc5d7e5b3
vijayanagar,688917,Udhbhava Dental Care,General Dentistry,0,0cecc959-df9f-47b0-aa60-e0de69a54e33
vijayanagar,690089,SMP Dental Specialities,General Dentistry,0,c0e2d0f4-c64c-4ae3-b50f-1d570d62fba1
vijayanagar,690251,Family Dental Clinic,General Dentistry,0,f18d2d2e-4209-4471-af29-12a921884ebc
vijayanagar,759449,S.L.N Dental Clinic,General Dentistry,0,30227bff-ed53-4626-b8f5-dad2a93acd87
vijayanagar,690820,Sumukha Dental Clinic,General Dentistry,0,2070cb6f-f445-46b3-b411-d218a5ba4461
vijayanagar,651080,Yathish Multi Speciality Dental Clinic,General Dentistry,0,4c2731d9-d039-4aeb-b92d-78e1b0809c8a
vijayanagar,1067426,TranscenDental A Multispecialty Dental Clinic,General Dentistry,0,57d2cecb-4d90-4945-99a4-a5caeedfff3a
vijayanagar,666167,Sri Sai Dental Esthetic & Surgical Clinic,General Dentistry,0,525c87ba-21a3-4924-b672-42cfafc57cec
vijayanagar,1591361,The Sagar Clinic,General Dentistry,0,9055a4b8-0ccd-42f4-84d6-c43d188a16ec
vijayanagar,711055,Samruddhi Dental Care Centre,General Dentistry,0,8059d261-e6e4-457b-8427-67549c87ef53
vijayanagar,1124621,Shree Dental Specialities,General Dentistry,0,47eaf364-ec90-42e3-9bc1-39838dab6eee
vijayanagar,1236993,Sudhyva Dental Clinic,General Dentistry,0,f9dccffb-3990-4bfd-a2dc-296a8054b350
vijayanagar,736697,Sri Rama Multispeciality Dental Clinic,General Dentistry,0,489af8ae-78f1-49af-b2d2-23da764c0c5c
vijayanagar,737319,Aswasha's Dental Clinic,General Dentistry,0,a815bccb-638a-46a9-89b1-d1ce642cfe66
vijayanagar,750110,Kailash Dental Care Centre,General Dentistry,0,302dc2d9-8bc2-4e58-bd19-3849b4fc4763
vijayanagar,765713,Purple Sparkle Dental & Cosmetic Clinic,General Dentistry,0,9d441a0f-7c4b-4229-af64-141071d965f0
vijayanagar,671276,R R Dental Care,General Dentistry,0,b8075c75-f547-4c03-99bd-452b1c2216b2
vijayanagar,757643,Sri Lakshmi Venkateshwara Dental Clinic,General Dentistry,0,5068c1e4-6e0b-4989-8883-af65ff173486
vijayanagar,766816,Prasuthi Dental care,General Dentistry,0,3ed1a8f7-2dcd-4c39-9856-ef5767cc0608
vijayanagar,830367,Dr. Tooth Clinique,General Dentistry,0,e378e086-280a-4357-b6de-aa8e01e1afee
vijayanagar,665720,Gokula Dental Care,General Dentistry; General Gynecology,0,120b3eb7-106c-4d5d-bbde-e75840a4762c
vijayanagar,793756,GIO Dental Care,General Dentistry,0,93bd00e3-b9a5-42c9-950f-7106cf99b969
vijayanagar,832838,Kiran Dental Care,General Dentistry,0,f578f049-479c-4104-ae35-1fd5ce4d054a
vijayanagar,829650,Oral and Maxillofacial Surgery,General Dentistry,0,9fb04d29-24eb-4a46-9372-7ee4fb4a8824
vijayanagar,1222189,Bridgeview Dental,General Dentistry,0,5cbe009d-456a-45f2-8c85-246055b5a056
vijayanagar,1145287,Care 32 Multispeciality Dental Clinic,General Dentistry,0,438bb5fb-7870-4262-a577-19850e0d809d
vijayanagar,689438,Sapthagiri Dental Clinic,General Dentistry,0,b19c1c54-f242-4897-9cf6-7af7b297d712
vijayanagar,944147,Twindent Dental Clinic.,General Dentistry,0,767f9981-c13a-4ade-9ed3-ca1779ca8d14
vijayanagar,970984,LNS Smile Care Dental Clinic,General Dentistry,0,519b659a-ccdd-4b2e-8ff2-b8cf9a5f5c69
vijayanagar,1026125,Madhwa Dental Clinic,General Dentistry,0,ed102959-b4fd-4df8-a44e-f9d88435bb80
vijayanagar,1029895,Oho Dental Clinic,General Dentistry,0,81baa46f-d5d6-442c-81fc-46750c1600bc
vijayanagar,1036107,Your Dentist,General Dentistry,0,51aa72cc-1b82-473f-86cd-a36771821f36
vijayanagar,1048294,Excellence Dental Clinic.,General Dentistry,0,b6c7d5df-d7b5-431e-8363-80c15e6ec0bc
vijayanagar,1128761,Dental Artistry Multi Speciality Dental Clinic,General Dentistry,0,8d94ec0b-2a31-431f-803e-977602c1345e
vijayanagar,1594103,Advaith Dental Clinic,General Dentistry,0,4256cf6f-465f-45d7-8bc9-689b958bd7bf
vijayanagar,1113226,Dr Kruthika's Dental Care,General Dentistry,0,c5cc5cf4-a873-458a-9c79-9af62155d3b3
vijayanagar,1131943,Maruti Dental Health Care,General Dentistry,0,83af6698-f2e5-40be-9684-7247394b5bb1
vijayanagar,1132891,Sidwin Dental Healthcare,General Dentistry,0,b8af6f8d-239b-4a08-9c06-f877946e48d9
vijayanagar,1134534,Sanjeevini Dental Clinic,General Dentistry,0,6c772500-8cb3-4473-afbe-84f8cd6f8953
vijayanagar,1134896,Dr. Nandeesh's Dental Speciality Center,General Dentistry,0,51b83f81-a800-4036-b4cc-bab99dc459cb
vijayanagar,1139728,Kiran Dental Clinic,General Dentistry,0,673cfa9e-14c2-4023-acf7-88a2ccf29c60
vijayanagar,1313566,Dr.Vijay.R Root Canal Speciality And Implant Centre,General Dentistry,0,52669d35-394c-47db-9f57-725d7a7c290f
vijayanagar,1267728,Clove Dental,General Dentistry,0,27059f28-86b8-4fd7-bc9d-4b003d16f40d
vijayanagar,1186886,Akshhad Dental Care,General Dentistry,0,d393cce5-9c60-47d6-8d4c-462452559c12
vijayanagar,1189048,Pai's Dental Care And Implant Centre,General Dentistry,0,af3f4d4e-193c-4e23-bda4-6b1492bb3a0e
vijayanagar,1195797,Shree Dental Clinic,General Dentistry,0,ac4f666d-0048-4bef-ac0f-c9c275c7b7f2
vijayanagar,1208000,Smiles Dental Care,General Dentistry,0,bc81d4d0-0ec0-409a-8fb2-d5301269407d
vijayanagar,1235644,Harish Dental Care,General Dentistry,0,9a29965c-6fd6-4f95-8090-09a3d053964d
vijayanagar,1258739,Smile Spot Multispecality Dental Clinic,General Dentistry,0,74ecf20f-ed6c-48aa-a4a8-0e3caf98c079
vijayanagar,1269573,Pari Dental Care,General Dentistry,0,9d62d458-8293-4f7d-b797-bbb49bfc62f8
vijayanagar,1273621,R J Dental Specialists,General Dentistry,0,ec40c9bb-78ce-43ec-a2d8-2058864b788c
vijayanagar,755920,Rajarajeswari Dental Speciality,General Dentistry,0,f9ce4f0c-12f7-4932-bda4-04c13e5986c4
vijayanagar,1279275,Sri Manjunatha Dental Clinic,General Dentistry,0,722d5e7e-d515-4eac-beb9-796244a3c9c7
vijayanagar,1283201,Renaissance Dental Care,General Dentistry,0,e55b53a6-5d94-459d-981e-31bf9547c56c
vijayanagar,1361342,KDC Dr Kusumas Dental Care,General Dentistry,0,27e5e2fa-35ca-4c90-8ca1-8fb3759379c3
vijayanagar,1314491,Sunshine Dental Care and Implant Centre,General Dentistry,0,0996c830-abce-4934-a671-5494da9e18ce
vijayanagar,1315223,Crystal Dental,General Dentistry,0,b9a0e3a5-6e83-458e-b161-694247824957
vijayanagar,1336595,Pralash Medical and Dental Care,General Dentistry,0,46cdc4d9-a039-4c02-8aa6-3620db47a7d9
vijayanagar,1346673,NS Dental Clinic,General Dentistry,0,ac26deb0-4033-43dd-a947-5b320569d8d6
vijayanagar,1371006,Prime Root Care,General Dentistry,0,4767d029-157d-4fd5-a335-fa047e3dd68c
vijayanagar,658870,Kiran Dental Clinic,General Dentistry,0,b0fa2771-5fd5-404d-9008-8124796191fa
vijayanagar,688647,Sri Guru Dental Care,General Dentistry,0,fbc888a8-ec33-43e7-9e43-38902d793e04
vijayanagar,1408975,Sri Rama Dental  & Implant Clinic,General Dentistry,0,72ae5ca9-f52c-4b3d-946f-371302afdfa2
vijayanagar,1430782,SCULPT The Maxillofacial Clinic,General Dentistry,0,3fea04ab-255f-4c46-abc5-12e3beca7cbd
vijayanagar,1442660,Dr Supritha A R Clinic,General Dentistry,0,e964c013-ab75-44df-aa8d-60e0a3410bb1
vijayanagar,1605883,Samrudhi Dental Clinic,General Dentistry,0,e080f5f4-c6f9-4b43-bdce-31999379dcf8
vijayanagar,1717161,Raghava Dental Care,General Dentistry,0,d3e6c4a0-ad89-42b2-a94d-4ee8675b6256
vijayanagar,2078594,Care 2 Smile,General Dentistry,0,d008d5ad-a73e-4671-8864-7ce25c2786ac
vijayanagar,2087494,Samrudhhi Smile Care,General Dentistry,0,3978a1bc-dcce-4b31-ae0a-1138a35de848
vijayanagar,2179520,Smile Dental Care,General Dentistry,0,6f81a155-4483-4342-ae3f-31ed6ddc2786
vijayanagar,686790,Sunanda Gopalaswamy Hospital,General Dermatology,0,38791eb4-549c-492c-bad4-52a7e66752d8
